"RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"Good",83,158,5,74,19,0,0,100,-7,7,8,19,2,47,7,0,0,29,71,4,2,0,86
"Good",83,130,7,62,15,0,0,100,-7,7,8,15,1,33,6,0,0,13,-8,3,1,0,57
"Good",86,142,2,75,18,0,0,100,-7,7,8,19,1,37,10,0,0,2,-8,3,1,0,57
"Good",76,157,3,78,26,0,0,100,-7,7,8,27,2,56,2,4,4,26,83,5,3,2,89
"Bad",73,270,9,86,16,0,0,75,17,5,6,16,1,25,3,2,2,10,6,5,1,0,67
"Good",82,308,8,109,38,0,0,100,-7,7,8,44,2,50,3,1,1,1,84,4,1,1,38
"Good",68,196,9,79,26,0,0,93,2,4,6,29,1,41,8,0,0,30,50,4,4,1,80
"Good",79,414,8,120,32,0,0,97,17,6,6,33,1,36,12,0,0,27,70,2,2,0,29
"Good",66,129,4,53,18,0,0,100,-7,6,7,18,1,61,1,5,5,93,40,3,4,1,100
"Good",77,170,1,82,35,1,0,95,27,6,5,37,1,30,0,1,1,29,91,2,3,0,63
"Good",89,209,1,96,22,0,0,100,-7,7,8,26,3,38,5,1,1,18,59,2,3,0,71
"Good",72,141,6,73,22,0,0,100,-7,7,8,22,2,18,4,1,1,59,-8,7,1,1,67
"Good",84,260,12,125,15,0,0,100,-7,7,8,15,0,40,5,1,1,29,-8,2,1,0,60
"Good",78,281,1,75,33,0,0,100,-7,7,8,36,5,33,2,5,5,24,95,4,3,1,64
"Bad",76,119,10,51,21,0,0,100,-7,7,8,21,1,33,9,0,0,31,65,1,3,0,80
"Good",82,178,7,70,24,1,0,89,40,6,5,27,2,41,1,2,2,12,84,2,1,0,60
"Good",87,128,3,61,5,0,0,100,-7,7,8,5,1,40,0,2,2,0,-8,0,1,0,33
"Good",87,138,6,89,13,0,0,100,-7,7,8,17,1,41,6,0,0,8,-8,2,1,0,75
"Good",77,107,3,53,16,0,0,100,-7,7,8,24,4,67,0,4,4,28,61,1,5,0,86
"Good",82,368,0,89,23,0,0,96,43,6,6,26,1,54,11,0,0,16,83,2,1,1,38
"Good",86,149,3,69,14,0,0,100,-7,7,8,14,2,57,-8,0,0,15,91,1,2,0,43
"Good",75,104,2,34,17,0,0,100,-7,7,8,18,3,28,0,2,2,15,95,3,3,1,46
"Good",83,228,2,95,46,0,0,100,-7,7,8,51,3,33,1,1,1,26,100,2,1,1,27
"Good",71,160,4,68,31,0,0,100,-7,7,8,31,3,35,1,1,1,61,35,5,3,1,80
"Good",90,162,12,99,19,0,0,100,-7,7,8,21,0,52,-8,0,0,3,-8,3,1,0,67
"Good",71,196,3,53,27,0,0,96,7,4,6,27,1,22,2,1,1,17,99,4,5,0,60
"Bad",75,125,10,64,7,0,0,86,6,4,6,7,1,43,10,0,0,5,79,1,2,0,60
"Good",75,224,12,109,29,0,0,94,1,4,6,31,0,35,0,1,1,27,-8,2,1,0,33
"Good",76,54,2,28,9,0,0,100,-7,7,8,10,4,20,1,4,4,2,-8,2,1,0,60
"Good",72,181,11,77,22,0,0,96,9,4,6,23,1,48,0,4,4,31,45,3,4,0,78
"Good",88,145,5,86,23,0,0,100,-7,7,8,24,1,54,0,1,1,6,96,2,2,0,50
"Bad",63,103,5,37,29,1,0,90,3,4,5,31,3,37,6,0,0,32,95,8,5,0,57
"Good",85,251,10,85,24,0,0,100,-7,7,8,29,1,41,1,1,1,5,-8,3,1,1,42
"Good",75,141,2,83,16,0,0,94,32,6,6,18,1,39,1,2,2,36,53,3,3,1,54
"Good",88,218,5,69,16,0,0,100,-7,7,8,16,1,63,5,1,1,1,-8,2,1,0,50
"Good",74,110,10,62,37,0,0,100,-7,7,8,39,1,46,6,0,0,80,99,2,4,2,75
"Good",90,291,12,99,17,0,0,100,-7,7,8,19,0,41,-8,0,0,0,-8,1,1,0,50
"Good",90,374,6,99,19,0,0,100,-7,7,8,19,2,74,6,0,0,5,95,1,2,0,60
"Bad",88,133,15,71,35,0,0,100,-7,7,8,37,0,51,0,2,2,8,49,1,2,0,33
"Good",83,216,5,111,28,0,0,100,-7,7,8,30,1,18,4,1,1,0,62,3,1,0,24
"Good",84,149,6,58,20,0,0,90,24,6,6,21,3,48,6,0,0,3,-8,2,1,0,50
"Bad",91,325,4,103,23,0,0,100,-7,7,8,26,2,77,3,1,1,4,58,2,5,0,64
"Bad",66,185,8,42,10,0,0,100,-7,7,8,10,2,50,1,5,5,57,86,4,2,2,86
"Bad",70,386,5,92,25,0,0,100,-7,7,8,25,3,56,0,4,4,67,89,4,4,2,89
"Good",84,125,15,81,13,0,0,100,-7,7,8,14,0,36,0,1,1,0,70,0,3,0,38
"Good",76,182,7,86,22,0,0,100,-7,7,8,23,4,39,0,0,0,31,64,4,4,1,80
"Bad",61,177,3,101,27,0,0,76,1,4,6,29,2,21,0,0,0,19,-8,7,1,1,62
"Good",85,177,4,63,11,0,0,100,-7,7,8,11,2,27,0,0,0,0,89,2,3,0,56
"Bad",68,72,5,38,21,0,0,95,20,6,6,22,3,36,0,1,1,47,90,3,5,1,73
"Good",72,349,8,142,32,0,0,82,28,6,6,34,2,26,0,1,1,1,57,1,4,0,30
"Good",68,110,5,48,14,0,0,71,23,6,6,14,1,43,0,1,1,30,78,3,2,1,83
"Good",70,227,16,96,14,0,0,93,-8,6,6,15,0,40,0,1,1,103,-8,2,1,1,100
"Bad",56,167,19,86,14,1,0,80,4,4,5,15,0,20,0,0,0,93,25,5,2,1,100
"Bad",68,124,8,51,17,0,0,100,-7,7,8,17,1,47,0,2,2,72,73,2,2,2,80
"Good",86,327,8,109,18,0,0,100,-7,7,8,18,1,28,0,0,0,18,-8,2,1,0,43
"Good",86,186,2,77,24,0,0,100,-7,7,8,25,1,20,0,0,0,9,-8,2,1,0,21
"Bad",71,155,2,51,18,0,0,81,16,6,6,21,2,24,0,4,3,24,98,3,3,0,46
"Bad",75,282,2,59,22,0,0,87,21,6,6,23,2,30,0,1,1,17,69,6,3,0,60
"Bad",58,113,6,57,21,0,0,71,6,4,6,21,4,52,0,0,0,84,67,7,2,1,90
"Bad",72,325,4,97,15,1,0,82,11,3,5,17,1,47,0,0,0,21,64,5,3,2,67
"Bad",71,358,9,97,39,0,0,100,-7,7,8,39,1,10,0,0,0,29,2,7,2,2,37
"Bad",62,181,6,52,21,0,0,100,-7,7,8,21,2,38,0,2,2,81,74,4,4,2,62
"Good",78,146,14,78,10,1,0,82,37,6,5,11,0,27,0,0,0,30,-8,5,1,0,67
"Bad",66,175,2,39,15,0,0,84,2,4,6,19,5,21,0,3,3,9,45,5,3,0,57
"Good",80,163,9,76,16,0,0,100,-7,7,8,16,1,38,0,0,0,14,72,3,3,1,75
"Good",72,317,3,62,34,0,0,94,16,6,6,35,4,6,0,1,1,18,-8,4,1,1,42
"Bad",83,186,9,79,25,0,0,100,-7,7,8,25,1,20,0,1,1,15,-8,3,1,0,57
"Good",79,421,3,66,15,0,0,100,-7,7,8,15,1,40,0,0,0,46,63,2,2,2,50
"Good",76,219,2,66,22,0,0,100,-7,7,8,24,2,25,0,0,0,24,92,3,3,1,35
"Good",86,257,14,126,25,0,0,100,-7,7,8,25,0,8,0,0,0,18,-8,5,1,0,40
"Good",65,155,1,89,6,1,0,78,8,4,5,9,1,33,0,4,4,50,74,1,3,0,67
"Bad",82,274,21,123,11,0,0,100,-7,7,8,11,0,9,0,0,0,20,-8,4,1,1,56
"Good",82,123,3,38,10,0,0,100,-7,7,8,10,2,40,0,3,3,6,-8,2,1,0,60
"Bad",81,190,8,82,22,0,0,95,-8,6,6,22,3,27,0,0,0,17,49,2,2,0,44
"Good",74,52,5,26,16,0,0,100,-7,7,8,16,2,19,0,1,1,45,56,3,2,0,56
"Bad",85,276,6,95,27,0,0,96,27,6,6,28,3,21,0,0,0,6,90,4,2,0,32
"Bad",62,33,2,14,9,0,0,100,-7,7,8,10,6,20,0,3,3,73,85,2,2,1,63
"Bad",73,126,12,61,11,0,0,100,-7,7,8,11,0,45,0,1,1,71,57,4,3,2,88
"Bad",74,168,2,85,23,0,0,96,13,6,6,24,3,17,0,0,0,40,95,7,2,0,64
"Bad",79,409,8,113,18,0,0,100,-7,7,8,18,1,22,0,0,0,32,87,7,2,1,69
"Bad",69,372,18,147,11,1,0,77,1,4,5,13,0,38,0,0,0,23,70,5,3,0,73
"Bad",76,14,2,10,2,0,0,100,-7,7,8,3,1,67,0,0,0,31,88,1,2,0,100
"Good",75,173,1,103,24,0,0,96,42,6,6,25,1,44,0,0,0,28,20,4,6,1,71
"Bad",66,75,4,25,14,0,0,100,-7,7,8,14,5,64,0,2,2,80,95,4,3,1,88
"Good",82,153,5,46,4,0,0,100,-7,7,8,4,2,50,0,0,0,16,-8,1,1,0,100
"Good",78,166,3,81,18,0,0,100,-7,7,8,18,2,28,0,1,1,24,-8,4,1,2,50
"Good",72,176,11,76,35,0,0,97,10,4,6,35,1,37,0,0,0,17,52,3,4,1,41
"Good",71,395,18,150,22,0,0,91,17,6,6,22,0,18,0,0,0,60,50,5,2,2,64
"Good",79,194,5,86,47,0,0,100,-7,7,8,49,2,55,0,0,0,23,82,3,5,0,57
"Good",81,303,17,103,6,0,0,86,25,6,6,7,0,14,0,0,0,26,-8,1,1,0,40
"Bad",68,164,1,68,13,1,0,94,6,4,5,17,2,29,0,4,4,21,93,4,3,1,54
"Good",59,365,9,105,21,0,0,87,3,4,6,23,1,48,0,0,0,63,72,6,4,2,91
"Good",90,359,14,110,9,0,0,100,-7,7,8,9,0,33,0,0,0,3,-8,1,1,0,100
"Bad",74,188,4,79,18,0,0,100,-7,7,8,19,4,26,0,0,0,46,99,6,2,2,100
"Bad",54,79,7,27,9,0,0,82,5,4,6,12,2,17,0,1,1,21,-8,5,1,2,75
"Bad",76,148,9,42,14,0,0,100,-7,7,8,14,2,14,0,0,0,38,95,4,2,1,67
"Good",81,212,6,84,22,0,0,95,16,6,6,22,1,36,0,0,0,5,-8,2,2,0,40
"Bad",55,25,5,14,9,0,0,100,-7,7,8,9,5,56,0,1,1,97,93,3,2,2,100
"Bad",75,152,1,66,21,0,0,100,-7,7,8,22,3,36,0,1,1,32,96,5,3,2,62
"Good",83,401,18,109,14,0,0,100,-7,7,8,14,0,29,0,0,0,16,78,4,2,1,67
"Bad",74,39,3,16,6,0,0,100,-7,7,8,6,3,33,0,2,2,23,99,2,2,0,80
"Bad",74,197,5,90,30,0,0,97,-8,6,6,31,2,16,0,0,0,25,-8,6,1,2,54
"Bad",61,186,2,64,24,1,0,79,19,6,5,29,5,45,0,1,1,49,90,4,1,1,83
"Good",76,172,2,74,18,0,0,100,-7,7,8,19,1,11,0,0,0,51,-8,2,2,2,50
"Bad",71,162,11,51,13,0,0,92,13,6,6,13,1,15,0,0,0,51,-8,3,1,1,50
"Good",80,297,8,82,17,0,0,100,-7,7,8,17,1,24,0,0,0,18,11,5,2,0,70
"Good",73,325,1,77,17,0,0,100,-7,7,8,19,3,32,0,0,0,70,90,2,2,2,63
"Bad",57,181,4,69,28,1,0,84,5,4,5,32,4,31,0,2,2,78,83,3,3,2,78
"Bad",72,177,21,75,15,1,0,94,13,6,5,16,0,38,0,0,0,30,-8,5,1,1,86
"Bad",72,169,3,76,39,0,0,98,20,6,6,41,5,39,0,3,2,26,92,4,4,1,53
"Good",72,224,2,66,31,0,0,100,-7,7,8,33,3,24,0,0,0,28,69,9,2,0,61
"Bad",79,138,16,71,19,0,0,95,-8,6,6,19,0,42,0,0,0,17,92,2,3,1,71
"Good",74,377,6,110,33,1,0,94,36,6,5,34,3,18,0,0,0,13,67,4,2,2,38
"Bad",60,187,5,74,23,0,0,75,4,4,6,24,4,38,0,1,1,44,91,3,2,0,50
"Bad",63,153,3,48,17,0,0,88,4,4,6,17,1,47,0,3,3,44,94,3,3,0,50
"Good",90,238,12,103,16,0,0,100,-7,7,8,16,0,25,0,0,0,1,-8,1,1,0,33
"Bad",70,136,20,68,17,0,0,82,18,6,6,17,0,18,0,0,0,54,31,6,2,2,80
"Good",80,163,3,71,33,0,0,100,-7,7,8,33,2,9,0,1,1,3,62,5,2,1,32
"Bad",68,141,7,51,15,0,0,100,-7,7,8,15,4,33,0,0,0,47,92,5,2,1,78
"Good",81,141,2,75,26,0,0,100,-7,7,8,27,1,15,0,1,1,17,82,3,2,1,50
"Good",89,283,13,116,30,0,0,100,-7,7,8,32,0,19,0,1,0,4,33,3,2,0,50
"Bad",72,114,3,61,17,1,0,72,7,4,5,18,1,28,0,0,0,0,100,2,2,0,33
"Bad",73,247,2,89,8,1,0,88,43,6,5,16,4,44,0,1,1,98,-8,1,2,1,100
"Bad",67,58,4,29,21,0,0,95,39,6,6,22,6,50,0,3,3,15,94,3,5,0,73
"Bad",72,38,6,17,17,0,0,100,-7,7,8,17,4,12,0,0,0,59,76,3,1,0,57
"Good",76,38,8,21,4,0,0,100,-7,7,8,4,1,50,0,1,1,0,45,0,2,0,67
"Bad",78,131,12,74,8,0,0,100,-7,7,8,8,0,25,0,1,1,46,-8,2,1,1,75
"Good",85,322,3,90,39,0,0,100,-7,7,8,39,1,10,0,0,0,7,-8,4,1,0,42
"Good",63,164,12,51,10,1,0,82,24,6,5,11,0,55,0,0,0,68,84,4,3,2,100
"Good",69,88,23,62,5,0,0,80,5,4,6,5,0,40,0,0,0,0,67,0,1,0,50
"Bad",64,131,3,48,13,0,0,92,6,4,6,13,3,23,0,1,1,85,-8,5,1,2,86
"Bad",70,56,8,26,8,0,0,88,11,4,6,8,1,38,0,1,1,3,82,1,3,0,100
"Good",86,204,10,79,15,0,0,100,-7,7,8,15,1,40,0,0,0,0,-8,0,1,0,25
"Good",56,49,2,24,19,0,0,95,2,4,6,22,4,18,0,0,0,48,100,6,2,1,67
"Bad",70,68,2,41,6,0,0,100,-7,7,8,7,1,57,0,0,0,91,17,2,2,1,100
"Good",73,284,11,111,15,0,0,100,-7,7,8,15,1,40,0,0,0,74,58,3,4,2,78
"Good",80,216,6,84,33,0,0,100,-7,7,8,33,2,27,0,4,4,2,140,3,1,0,57
"Good",64,31,3,16,9,0,0,100,-7,7,8,9,3,33,-7,1,1,69,65,5,2,1,88
"Good",84,320,2,121,24,0,0,100,-7,7,8,25,2,28,-7,2,2,6,-8,4,2,1,50
"Good",85,197,4,81,26,0,0,100,-7,7,8,26,3,19,-7,3,3,4,6,2,2,0,29
"Bad",78,169,2,53,21,0,0,95,24,6,6,22,1,45,-7,0,0,0,78,2,1,0,43
"Good",76,164,11,77,16,1,0,88,26,6,5,17,1,12,-7,0,0,5,-8,1,1,0,25
"Bad",57,104,3,29,18,0,0,78,8,4,6,19,4,39,-7,4,4,53,80,6,3,0,75
"Good",71,291,21,108,23,0,0,96,14,6,6,23,0,13,-7,2,2,51,-8,3,1,1,44
"Bad",67,269,10,65,22,0,0,79,3,4,6,24,1,33,-7,0,0,21,70,4,3,0,58
"Good",84,330,5,68,21,0,0,100,-7,7,8,21,2,24,-7,0,0,4,29,2,3,1,33
"Good",76,261,8,86,18,0,0,89,6,4,6,19,2,37,-7,0,0,24,-8,3,1,0,40
"Bad",79,305,9,121,12,1,0,69,9,4,5,16,1,19,-7,0,0,6,-8,6,1,0,64
"Bad",73,221,13,72,12,0,0,92,37,6,6,12,0,25,-7,0,0,94,18,2,2,2,67
"Bad",59,31,2,14,13,0,0,100,-7,7,8,14,4,14,-7,2,2,25,98,7,2,2,79
"Good",66,178,1,44,13,0,0,94,21,6,6,16,6,38,-7,1,1,40,66,4,3,1,80
"Bad",66,168,1,93,21,1,0,79,6,3,5,24,1,8,-7,2,2,26,-8,5,1,0,38
"Good",80,305,16,154,17,0,0,100,-7,7,8,18,0,12,-7,2,2,25,-8,2,1,0,44
"Good",81,199,5,70,32,0,0,94,21,6,6,33,2,27,-7,1,1,2,-8,2,1,0,25
"Good",88,208,10,98,25,0,0,100,-7,7,8,25,2,52,-7,0,0,0,63,3,3,0,64
"Bad",66,48,3,19,11,0,0,100,-7,7,8,11,5,18,-7,1,1,39,80,7,2,1,90
"Good",84,312,3,86,40,0,0,100,-7,7,8,40,3,25,-7,1,1,1,-8,3,6,0,41
"Bad",72,204,4,67,21,2,0,91,28,6,5,25,7,52,-7,0,0,66,95,5,4,0,100
"Good",76,196,3,69,14,0,0,86,37,6,6,14,3,36,-7,2,2,31,67,3,2,0,83
"Bad",64,128,1,59,32,0,0,94,4,4,6,35,2,12,-7,2,2,19,42,3,1,1,31
"Good",74,77,1,35,15,0,0,100,-7,7,8,16,4,50,-7,0,0,47,72,4,3,1,88
"Good",81,181,1,74,13,0,0,93,19,6,6,14,1,29,-7,3,3,11,48,2,1,0,60
"Good",90,243,4,103,19,0,0,100,-7,7,8,20,3,30,-7,1,0,4,85,2,2,0,29
"Good",87,241,2,93,17,0,0,100,-7,7,8,18,4,17,-7,1,1,7,-8,5,1,1,50
"Bad",59,207,4,64,27,0,0,90,19,6,6,32,2,47,-7,0,0,101,82,3,3,2,100
"Bad",65,84,17,46,26,0,0,85,11,4,6,27,0,37,-7,0,0,63,77,4,5,0,75
"Bad",65,33,2,13,6,0,0,100,-7,7,8,7,3,43,-7,3,3,7,-8,2,2,0,83
"Bad",63,262,12,63,19,0,0,89,4,4,6,19,0,11,-7,1,1,19,-8,3,1,2,40
"Bad",63,376,6,99,18,0,0,94,5,4,6,18,1,22,-7,3,2,53,-8,8,1,1,100
"Bad",60,43,1,16,9,0,0,100,-7,7,8,10,6,40,-7,2,2,96,42,3,2,1,83
"Good",81,134,2,60,25,0,0,100,-7,7,8,27,2,15,-7,1,1,32,48,6,3,0,100
"Bad",74,183,1,48,11,0,0,100,-7,7,8,12,2,25,-7,2,1,58,31,3,2,1,83
"Good",88,182,17,83,9,0,0,100,-7,7,8,9,0,44,-7,0,0,10,15,2,2,0,67
"Good",84,213,7,62,19,0,0,100,-7,7,8,21,1,32,-7,2,2,13,79,4,2,0,50
"Bad",59,182,7,71,15,0,0,73,2,4,6,15,1,27,-7,0,0,60,-8,5,1,1,100
"Good",90,249,20,94,38,0,0,100,-7,7,8,38,0,11,-7,0,0,5,-8,1,1,0,12
"Good",75,355,9,103,36,1,0,89,10,4,5,38,1,8,-7,0,0,18,-8,8,1,0,45
"Bad",65,115,11,43,19,0,0,90,1,4,6,20,1,50,-7,0,0,52,77,5,6,0,85
"Bad",62,159,6,67,14,0,0,86,3,4,6,18,3,36,0,2,2,71,93,2,3,1,83
"Good",73,207,11,66,23,0,0,92,2,4,6,24,1,33,10,0,0,0,14,1,3,0,80
"Bad",69,261,2,88,23,0,0,84,0,4,6,26,6,24,2,2,1,16,100,2,3,0,38
"Bad",71,60,4,25,16,0,0,100,-7,7,8,16,2,56,9,0,0,46,85,5,5,0,100
"Bad",65,421,2,133,30,1,0,88,4,4,5,34,1,47,0,0,0,30,83,7,3,2,100
"Good",80,139,8,67,35,0,0,97,29,6,6,35,2,29,0,3,3,5,87,4,3,0,54
"Good",68,346,2,94,26,0,0,96,15,6,6,28,2,57,2,3,3,85,68,3,5,2,90
"Good",84,349,21,109,28,0,0,100,-7,7,8,28,0,25,-8,0,0,10,53,4,2,0,37
"Good",85,211,2,92,24,0,0,100,-7,7,8,25,1,44,3,1,1,3,-8,3,3,0,64
"Good",70,98,3,43,17,0,0,100,-7,7,8,17,2,35,2,3,3,36,-8,2,1,1,75
"Good",64,156,2,60,22,0,0,91,16,6,6,23,3,13,2,3,3,74,91,7,3,1,91
"Good",77,135,1,55,13,0,0,93,38,6,6,15,4,47,1,4,4,0,-8,2,3,0,71
"Bad",57,159,3,63,23,2,0,80,9,4,5,25,3,64,3,3,3,44,90,5,1,1,86
"Good",74,319,2,75,30,0,0,100,-7,7,8,31,4,29,2,5,5,37,77,6,5,0,69
"Good",74,86,3,44,24,0,0,92,27,6,6,25,5,21,2,1,1,0,69,3,5,1,53
"Good",85,401,4,139,11,0,0,100,-7,7,8,11,2,18,1,1,1,21,61,3,1,0,50
"Good",78,202,2,70,15,0,0,94,-8,6,6,17,4,18,1,1,1,10,-8,4,1,0,38
"Good",81,234,9,93,27,0,0,89,32,6,6,29,1,19,1,2,2,16,17,4,3,0,47
"Bad",60,178,5,53,23,0,0,75,10,4,6,24,6,29,4,2,2,35,75,3,3,1,55
"Bad",72,245,2,89,32,1,0,91,44,6,5,35,2,23,2,1,1,26,65,5,4,1,56
"Good",83,155,6,65,9,0,0,100,-7,7,8,10,2,44,1,1,1,7,58,2,2,0,71
"Good",56,178,1,82,27,0,0,83,6,6,6,29,2,24,1,1,1,77,86,8,3,2,86
"Bad",58,265,17,81,40,1,0,88,4,6,5,42,0,54,4,3,1,54,60,3,3,1,67
"Good",78,292,15,113,26,0,0,100,-7,7,8,26,0,35,1,1,1,24,83,3,4,1,62
"Good",74,254,11,85,10,0,0,100,-7,7,8,10,1,50,4,1,1,93,38,2,3,2,100
"Bad",85,136,10,57,7,0,0,100,-7,7,8,8,1,14,3,1,1,1,72,2,1,0,50
"Good",91,283,9,140,7,0,0,100,-7,7,8,7,1,29,-8,0,0,11,-8,2,1,0,60
"Bad",77,324,7,76,31,0,0,100,-7,7,8,31,5,35,1,3,3,0,65,0,2,0,33
"Good",80,122,3,65,19,0,0,100,-7,7,8,19,2,42,2,1,1,18,73,2,3,0,83
"Good",84,238,4,121,15,0,0,100,-7,7,8,15,1,13,0,2,2,26,-8,4,1,0,56
"Good",84,140,5,74,22,0,0,100,-7,7,8,24,2,14,0,1,1,36,22,1,2,0,30
"Good",80,226,10,77,31,0,0,100,-7,7,8,31,2,16,9,1,1,19,12,2,2,0,40
"Bad",59,174,2,92,10,0,0,69,0,4,6,13,1,62,12,0,0,94,100,3,1,1,80
"Good",86,197,1,85,14,1,0,94,25,6,5,16,1,25,0,1,1,1,-8,1,1,0,38
"Good",83,150,9,64,27,0,0,100,-7,7,8,28,1,32,0,2,2,13,2,2,2,0,40
"Good",73,188,4,83,31,0,0,100,-7,7,8,32,2,42,7,1,0,37,85,2,4,2,75
"Bad",66,8,1,4,1,0,0,100,-7,7,8,3,3,33,2,4,4,45,-8,1,1,0,67
"Good",77,177,1,59,41,0,0,100,-7,7,8,43,6,9,0,3,3,3,-8,8,1,1,33
"Good",85,297,10,104,23,0,0,100,-7,7,8,23,1,26,0,1,0,3,56,3,4,0,50
"Good",72,218,9,72,25,1,0,88,33,6,5,27,1,52,0,0,0,82,86,2,3,1,71
"Bad",77,233,7,56,24,0,0,96,12,6,6,24,2,8,0,0,0,33,-8,2,1,0,33
"Good",85,251,5,80,45,0,0,98,43,6,6,48,3,17,0,1,1,3,-8,2,1,0,20
"Good",88,203,21,115,13,0,0,100,-7,7,8,13,0,23,0,0,0,0,37,1,2,0,60
"Good",82,333,3,107,44,0,0,100,-7,7,8,44,4,34,0,1,1,6,87,6,6,0,60
"Bad",76,98,9,58,15,0,0,69,6,4,6,16,1,44,0,1,1,2,-8,2,3,1,75
"Good",78,361,1,115,24,0,0,100,-7,7,8,25,3,44,0,1,1,17,96,4,5,1,64
"Good",74,263,4,87,29,0,0,100,-7,7,8,29,3,41,0,0,0,31,82,6,5,1,73
"Bad",64,128,2,55,15,0,0,75,7,4,6,16,1,31,0,0,0,53,73,2,2,1,50
"Bad",70,153,16,93,16,0,0,94,16,6,6,16,0,44,0,1,1,70,58,4,4,2,80
"Good",79,282,5,78,45,0,0,100,-7,7,8,47,3,23,0,0,0,9,57,1,5,1,46
"Good",83,294,4,110,22,0,0,86,16,6,6,22,2,45,0,0,0,1,96,2,2,0,36
"Good",80,400,13,123,34,0,0,100,-7,7,8,34,0,47,0,3,3,5,77,3,4,1,67
"Good",88,176,5,72,13,0,0,100,-7,7,8,13,1,31,0,0,0,4,80,1,1,0,40
"Good",79,275,0,91,13,0,0,86,6,4,6,14,3,29,6,0,0,0,-8,1,1,0,33
"Good",78,77,7,37,11,0,0,100,-7,7,8,12,2,36,-8,0,0,37,20,4,2,0,75
"Good",68,218,15,88,25,0,0,82,6,4,6,28,0,50,1,1,1,49,85,3,2,1,86
"Good",72,391,14,95,15,0,0,87,19,6,6,15,0,27,-8,0,0,30,72,8,2,1,91
"Good",76,115,2,60,25,0,0,100,-7,7,8,27,2,27,0,3,3,14,-8,5,2,1,58
"Good",88,385,10,159,17,0,0,100,-7,7,8,17,1,18,-8,0,0,9,-8,3,1,0,57
"Good",79,272,19,102,24,0,0,100,-7,7,8,24,0,13,7,0,0,34,-8,4,1,1,42
"Good",85,211,19,119,12,1,0,86,41,6,5,15,0,29,-8,0,0,5,-8,4,1,0,71
"Bad",68,299,6,135,24,0,0,96,25,6,6,25,1,29,5,0,0,55,77,8,2,2,71
"Bad",62,341,16,87,12,1,0,93,2,4,5,14,0,14,7,0,0,56,89,6,1,2,78
"Good",80,291,13,155,31,0,0,100,-7,7,8,31,0,6,0,1,1,21,80,7,1,1,42
"Bad",59,170,5,66,25,0,0,69,2,4,6,26,1,15,4,2,2,39,-8,8,1,1,56
"Good",74,197,8,93,49,0,0,100,-7,7,8,49,1,29,8,0,0,37,-8,6,2,1,53
"Good",78,341,3,94,34,0,0,100,-7,7,8,34,2,41,2,3,3,1,-8,3,2,1,38
"Good",66,203,2,64,21,1,0,83,4,4,5,23,2,26,2,1,1,14,-8,3,2,0,38
"Good",85,239,5,82,18,0,0,100,-7,7,8,18,3,11,0,4,4,0,-8,0,1,0,13
"Bad",65,23,4,15,9,0,0,100,-7,7,8,9,3,67,1,3,2,84,76,2,6,2,89
"Good",84,283,12,95,13,0,0,100,-7,7,8,15,0,43,1,3,3,8,53,1,2,0,43
"Bad",67,25,0,9,3,0,0,100,-7,7,8,5,3,60,0,2,2,44,81,1,2,0,75
"Good",80,141,9,57,33,0,0,100,-7,7,8,33,2,24,8,0,0,6,-8,1,1,1,43
"Good",84,199,23,100,17,0,0,100,-7,7,8,17,0,18,-8,0,0,37,19,2,2,0,50
"Good",73,397,2,113,40,0,0,98,39,6,6,41,5,37,10,0,0,26,79,8,4,0,71
"Good",80,257,10,70,20,0,0,100,-7,7,8,20,1,20,2,1,1,1,61,4,2,0,55
"Good",69,153,9,84,22,0,0,100,-7,7,8,22,1,14,1,4,4,71,72,6,2,1,80
"Good",74,89,5,49,23,0,0,96,42,6,6,23,2,43,5,0,0,13,83,3,4,1,64
"Good",77,183,4,76,31,0,0,100,-7,7,8,32,3,9,3,1,1,34,-8,4,1,2,45
"Good",89,151,20,87,14,0,0,100,-7,7,8,14,0,50,-8,0,0,9,-8,1,2,0,60
"Good",88,322,7,109,14,0,0,100,-7,7,8,15,1,43,1,1,1,9,67,1,2,0,50
"Good",73,187,11,77,24,0,0,100,-7,7,8,24,1,50,10,0,0,48,87,4,3,2,100
"Bad",57,148,3,55,43,0,0,86,4,4,6,43,5,47,7,0,0,48,84,9,4,0,81
"Good",83,265,6,83,16,0,0,100,-7,7,8,16,2,19,5,0,0,13,-8,1,1,0,22
"Good",79,168,7,81,16,0,0,100,-7,7,8,18,1,44,4,1,1,0,46,1,2,1,57
"Good",88,330,9,127,22,0,0,100,-7,7,8,23,1,14,-8,0,0,4,-8,2,1,0,27
"Good",82,186,5,91,31,0,0,97,21,6,6,31,2,19,11,0,0,4,87,1,1,0,14
